EVTDESC_DBI_8_lh;一系列繁复的仪式之后[From.From.GetFatherMother]让我脱掉衣服坐进一个盛着奇怪液体的木桶里，桶子里的液体是温热的，但是很快我就感觉到了刺痛和麻痒，就好像液体要渗入我的身体一样。过了一会儿我感觉到我的心跳骤然加快，血液开始发疯似得在体内流动，我闭上眼睛依照[From.From.GetFatherMother]的叮嘱忍受着一切。突然，我全身血液就像骤然沸腾了一样，冲击着我的身体，一种从未体验过的剧痛传入了我的脑海。我眼前一黑，什么都不知道了。;;;;;;;;;;X
EVTDESC_DBI_8;一系列繁复的仪式之后[From.From.GetFatherMother]让我脱掉衣服坐进一个盛着奇怪液体的木桶里，桶子里的液体是温热的，但是很快我就感觉到了刺痛和麻痒，就好像液体要渗入我的身体一样。过了一会儿我感觉到我的心跳骤然加快，血液开始发疯似得在体内流动，我闭上眼睛依照[From.From.GetFatherMother]的叮嘱忍受着一切。不知道过了多久异样消退了，[From.From.GetFatherMother]拍了拍我让我起来，我想仪式应该是完成了。;;;;;;;;;;X
EVTOPTA_DBI_8;仪式结束了，检查一下结果吧。;;;;;;;;;;X
EVTDESC_DBI_9_lh;一系列的可以使成功几率变大的准备工作之后小[From.From.GetTitledFirstName]依言坐进了盛满药汁的木桶里。[From.From.GetHerHim]皱着眉头坐在里面一动不动。可以看到[From.GetHerHim]的小腿时不时剧烈抽搐一下，并伴随着轻微的呻吟。突然，伴随着一声痛呼，小[From.From.GetTitledFirstName]吐出一口血，双腿一蹬，也不知道哪来这么大的力气，将那个需要两个成人才能搬动的装满药汁的大木桶打翻，昏迷了过去。守在一旁的医生马上上去检查，还好暂时没有生命危险，过段时间就会苏醒，不过虚弱上一段时间是免不了了。;;;;;;;;;;X
EVTDESC_DBI_9;一系列的可以使成功几率变大的准备工作之后小[From.From.GetTitledFirstName]依言坐进了盛满药汁的木桶里。[From.From.GetHerHim]皱着眉头坐在里面一动不动。可以看到[From.GetHerHim]的小脸偶尔会抽动一下，并伴随着抽气声，但没什么大碍。数小时之后桶子里的药汁逐渐变清，我想仪式应该是顺利完成了。;;;;;;;;;;X
EVTOPTA_DBI_9;仪式结束了，检查一下结果吧。;;;;;;;;;;X
EVTDESC_DBI_998;今天我做了一个与之前完全不同的怪梦，在梦里我在一个大到无边的房子，始终找不到出口，就在我灰心时突然一道灰影闪过一脚把我踢出了房子，然后我就惊醒了。当晚我再也没做过怪梦。这些天里父母每天都会来查看的症状。今天我告诉他们我晚上做的唯一的怪梦时，他们显得很高兴，把我再次带到的上次那个密室里。一阵鼓捣之后，他们取了我的一滴血液滴在了案台上一个散发着奇怪味道的钵里。那个钵颤动了一会就恢复了平静。他们告诉我，我觉醒的血脉已经稳定下来了。;;;;;;;;;;X
EVTOPTA_DBI_998;终于可以睡个好觉了...;;;;;;;;;;X
EVTDESC_DBI_999;今天我的[GetFromRelation][From.GetTitledFirstName]告诉我们[From.GetHerHim]不在做那种怪梦了，这是觉醒的血脉已经适应、稳定下来的征兆，我把[From.GetTitledFirstName]带到我们的家族密室，并亲手配制了血脉检测用的草药汁液。我取了一滴[From.GetHerHim]的血液滴在了案台盛汁液的钵里，那个钵颤动了一会就恢复了平静，里面四散的血液告诉了我最终结果。;;;;;;;;;;X
EVTOPTA_DBI_999;[From.GetTitledFirstName]，我可怜的[GetFromRelation]，你可以回去好好睡一觉了！;;;;;;;;;;X
EVT_fail_ha_bu_si_bao_inherit;因为血脉冲突，导致哈布斯堡血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_jin_que_hua_inherit;因为血脉冲突，导致金雀花血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_ka_pei_inherit;因为血脉冲突，导致卡佩血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_ke_mu_ning_inherit;因为血脉冲突，导致科穆宁血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_liu_li_ke_inherit;因为血脉冲突，导致留里克血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_huo_heng_si_tao_fen_inherit;因为血脉冲突，导致霍亨斯陶芬血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_jia_luo_lin_inherit;因为血脉冲突，导致加洛林血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_ha_xi_mu_inherit;因为血脉冲突，导致哈西姆血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_a_ba_si_inherit;因为血脉冲突，导致阿巴斯血脉变得不再纯净了;;;;;;;;;;X
EVT_fail_fa_di_ma_inherit;因为血脉冲突，导致法蒂玛血脉变得不再纯净了;;;;;;;;;;X
